route,page_title,h1,h2,h3,hero_copy,body_copy,cards,widgets,tables,charts,forms,services,CTA_text,CTA_destinations,navigation_items,sidebar_items,footer_items
/emergency-crisis-response,Crisis Response &amp; Public Safety,Crisis Response &amp; Public Safety,Security,Real-time Incident Map; 911/112 Dispatch Feed; Resource Deployment Status; Community Safety Guidelines; SEMA Public Alerts,,Crisis Command STRUCTURAL FIRE Aba North Market,,,YES,NO,NO,Public Reporting System,emergency Emergency; feedback Citizen Feedback; add; remove; open_in_new FULL INVENTORY; BROADCAST; Economy; Digital Gov; Governance; Security; dashboard Live Dispatch; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Economy; Digital Gov; Governance; Security,dashboard Live Dispatch; Invest Abia; Serve Abia; Build Abia; Open Abia,
/emergency-response,State Governance,State Governance,Emergency Response Center,Resource Deployment; Public Alerts; Road Clearance Status,142/160,Abia One OS v2.0 CRITICAL ALERT: SEVERE WEATHER WARNING Heavy flash flood warning for Umuahia North. Responders on high alert. Deploy emergency drainage teams to Sector 4.,Live Sync; View All Broadcasts,Data Registry Table,YES,NO,YES,Department Portal Interface; Greater Aba Development Coordination; Public Reporting System,add New Initiative; notifications; account_balance; settings; Acknowledge; layers; my_location; View All Broadcasts; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,; ; ; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,
/employer-portal,Employer Dashboard,Employer Dashboard,Navigation; Top Verified Artisans,Recent Applications; Ariaria Artisan Finder; support_agent SME Support Hub; State Industrial Updates,Master Cordwainer • 12 yrs exp.,"State Operating System Managing Abia's industrial growth through skilled human capital. Instantly connect with verified leather, garment, and metal-work specialists from Abia's industrial heart.",Citizen Portal; Launch Service; Ariaria Cluster; Aba South; REVIEWING,Data Registry Table,YES,NO,YES,,Citizen Portal; Launch Service; file_download Reports; add Post New Role; View All; location_searching Start Matching; Explore SME Benefits arrow_forward; chevron_left; chevron_right; View Portfolio; View Portfolio; View Portfolio; View Portfolio; chat; Economy; Jobs; Governance; Security; dashboard Economic Transformation; handshake SME Support,; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /jobs-abia; /local-governance; /secure-abia; /economic-transformation; /sme-growth-support,Citizen Portal; Economy; Governance; Security,Jobs; dashboard Economic Transformation; handshake SME Support,
/environment-sustainability,Sovereign Environmental Monitoring &amp; Waste-to-Wealth,Sovereign Environmental Monitoring &amp; Waste-to-Wealth,Clean Abia Initiative; Erosion Control Site Map; Environmental Citizen Services,Waste-to-Wealth Metrics; EIA Permits,"Abia State is leading Nigeria's green revolution with integrated GIS site monitoring, transparent industrial permit management, and a circular waste economy.","ABIA ONE Sustainability OS Abia State is leading Nigeria's green revolution with integrated GIS site monitoring, transparent industrial permit management, and a circular waste economy.",Emergency; Citizen Portal; Citizen Feedback; Apply for Permit; Explore Live Data,Data Registry Table,YES,NO,NO,,Emergency; Citizen Portal; Citizen Feedback; Apply for Permit; Explore Live Data; View Full Strategy arrow_forward; New Application add_circle; Track Status location_searching; Compliance History history; add; remove; layers; chat_bubble; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Request Now open_in_new; Submit Report open_in_new; Learn More open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /open-abia; /open-abia; /open-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Request Now open_in_new; Submit Report open_in_new; Learn More open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia,
/environment-sustainability-2,Command Center,Command Center,Strategic Pillars; State-wide Environmental Monitoring; Invest in Abia's Green Future; ABIA ONE,Light-Up Abia Initiative; Waste-to-Wealth; Flood Management System; Current Energy Mix,"Implementing a resilient state infrastructure through renewable energy transition, waste-to-wealth circularity, and precision flood management systems.","State Operating System Implementing a resilient state infrastructure through renewable energy transition, waste-to-wealth circularity, and precision flood management systems. Data-driven governance for a resilient future.",Sign In; Explore Initiatives; Sector Data; View Program Stats; Partner With Us,,YES,NO,YES,,Sign In; Explore Initiatives; Sector Data; View Program Stats; map Open Live GIS Portal; Partner With Us; dashboard Dashboard; security Security; Invest; Jobs; Serve; Governance; Invest Abia; Jobs Portal; Budget Portal; Press Office; dashboard Home,; ; ; ; ; ; /; /secure-abia; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /invest-in-aba; /jobs-abia; /open-abia; /news-press-center; /,Governance,dashboard Dashboard; security Security; Invest; Jobs; Serve; Invest Abia; Jobs Portal; Budget Portal; Press Office; dashboard Home,
/environment-sustainability-mobile,ABIA ONE,ABIA ONE,State Environment Portal,Waste-to-Wealth; Eco Initiatives; Interactive Bio-Map,Sustainability Hub,Sustainability Hub Umuahia AQI Flood Risk Alert,Deposit Waste; View Rewards; Open Full Eco-Map,,NO,NO,NO,,notifications; Deposit Waste; View Rewards; Open Full Eco-Map,; ; ;,,,
/gada,Aba: The City of the Future.,Aba: The City of the Future.,Master Plan 2030; Market Directory; SME Support Hub; See Something? Fix Something.,Ariaria International Revitalization; Enyimba Tech District; Metropolitan Ring Road,"Revolutionizing Africa's industrial heartland through sustainable urban renewal, digital governance, and SME empowerment. Join the transformation of Enyimba City.","Revolutionizing Africa's industrial heartland through sustainable urban renewal, digital governance, and SME empowerment. Join the transformation of Enyimba City. Infrastructure sites across the metropolis Artisans registered for GADA workshops",Citizen Portal; Explore Master Plan; View Full Cluster Map,,YES,NO,YES,Greater Aba Development Coordination,Citizen Portal; emergency; report Report an Urban Issue; Explore Master Plan; filter_list; map Interactive View; View Full Cluster Map; app_registration Register for SME Grants; phone Pothole; lightbulb Street Light; water_damage Drainage Block; delete Waste Pickup; Economy; Digital Gov; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,Invest Abia; Serve Abia; Build Abia; Open Abia,
/gada-mobile,ABIA ONE,ABIA ONE,Field Management Portal,Active Works; Build Abia Dashboard; Urban Issue Feed,Drainage installation & sub-grade prep,Drainage installation & sub-grade prep Utility relocation in progress Final asphalt overlay surfacing,,,YES,NO,YES,,search; notifications; add_a_photo Report Issue; View All Reports arrow_forward; dashboard Dashboard; notifications_active Alerts; grid_view Hub; person Profile; photo_camera Quick Report,; ; ; ; ; ; ; ;,,,
/gada-mobile-2,ABIA ONE,ABIA ONE,GADA Portal,Report Urban Issue; Active Works; Aba Services,Empowering Aba residents through digital governance and rapid urban renewal.,"Empowering Aba residents through digital governance and rapid urban renewal. Roads, waste, or infrastructure damage reporting. Urban Masterplan",,Data Registry Table,YES,NO,NO,Greater Aba Development Coordination,notifications; electric_bolt Geometric Power Support Request meter or report power outage. chevron_right; payments Levy Payments Pay trade licenses and tenement rates. chevron_right; health_and_safety ASCHIA Health Find the nearest primary healthcare center. chevron_right; Join Conversation; dashboard Dashboard; notifications_active Alerts; grid_view Hub; person Profile; add_a_photo,; ; ; ; ; ; ; ; ;,,,
/governors-command-center,Command Center,Command Center,ABIA ONE,Governor's Oversight,Real-time monitoring of flagship infrastructure projects.,State Operating System His Excellency Executive Governor,,Analytics Telemetry Graph; Data Registry Table,YES,YES,YES,,help Support; logout Sign Out; language; notifications; download Export Intelligence; add_task New Directive; zoom_in; zoom_out; layers; View Briefing Room; View All 42 State Initiatives open_in_new; dashboard Dashboard; security Security; Invest; Jobs; Serve; Governance; Press Office,; ; ; ; ; ; ; ; ; ; ; /; /secure-abia; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /news-press-center,Governance,dashboard Dashboard; security Security; Invest; Jobs; Serve; Press Office,
/governors-command-center-mobile,ABIA ONE,ABIA ONE,System Status: Secure,State Transformation Pillars; bolt Crisis Response Protocol; In-flight Emergencies; Tactical Asset Deployment,Economy,Command Center Economy ₦2.4B,{/* Map Placeholder */}; {/* Dashboard (Active) */},,YES,NO,NO,,notifications; emergency_share Dispatch; broadcast_on_home Alerts; stadium Shelter; call Command; VIEW LIVE FEED videocam; ANALYZE DATA; dashboard Dashboard,; ; ; ; ; ; ; /home-mobile,,dashboard Dashboard,
/greater-aba-development-authority,State Governance,State Governance,Aba Renewal &amp; Industrialization,Urban Renewal Project Tracker; SME Cluster Performance; Interactive Master Plan; GADA Revenue Collection,GADA Strategic Oversight: Monitoring the metamorphosis of West Africa's industrial hub through data-driven governance.,Abia One OS v2.0 GADA Strategic Oversight: Monitoring the metamorphosis of West Africa's industrial hub through data-driven governance. Live Progress: Q3 2024,New Initiative; View Detailed Audit,,YES,NO,YES,Greater Aba Development Coordination,New Initiative; download Export Report; map Master Plan 2030; Roads; Zoning; Industrial; View Detailed Audit; add; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,; ; ; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,
/health-wellness,ABIA Care Health OS,ABIA Care Health OS,ABIA ONE; ABIA ONE,State Health Index; Facility Finder; Hospital Rehabilitation Hub; Immunization Tracker,Vaccination Rate,ABIA Care Health OS Real-time health infrastructure monitoring and citizen healthcare management for the modern Abia State. Active Insurance,Emergency; Citizen Portal; Get Directions; DOWNLOAD STATE E-HEALTH CARD,Data Registry Table,YES,NO,YES,Tender Contracts Registry,Emergency; Citizen Portal; Get Directions; add_circle; DOWNLOAD STATE E-HEALTH CARD; Economy; Digital Gov; Governance; Security; health_and_safety Health Metrics; Invest Abia; Serve Abia; Build Abia; Open Abia; Emergency Lines,; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /ministry-of-health; /invest-in-aba; /serve-abia; /build-abia; /open-abia; /secure-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,health_and_safety Health Metrics; Invest Abia; Serve Abia; Build Abia; Open Abia; Emergency Lines,
/health-wellness-2,Quality Healthcare for Every Citizen.,Quality Healthcare for Every Citizen.,Health Ecosystem; Find Care Near You; Stay Informed,State Health Insurance (ASHIA); Facility Finder,"The Abia State Ministry of Health is committed to a streamlined, data-driven approach to public wellness. Access your insurance, find facilities, and stay informed through the state's digital health infrastructure.","The Abia State Ministry of Health is committed to a streamlined, data-driven approach to public wellness. Access your insurance, find facilities, and stay informed through the state's digital health infrastructure. Vaccination coverage achieved in regional health centers during Q3 2024. Integrated services designed for professional governance and citizen convenience.",Sign In; Enroll in Insurance; Find Facility; ABIA-CARE SCHEME; Access Dashboard,,YES,NO,YES,Department Portal Interface,Sign In; Enroll in Insurance arrow_forward; Find Facility; View Details; Access Dashboard; Learn more chevron_right; Open Interactive Map; Get Directions; Join Mailing List; Invest; Jobs; Serve; Governance; View Dashboard; Wellness Portal; Medical Careers; Press Office,; ; ; ; ; ; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /; /ministry-of-health; /jobs-abia; /news-press-center,Governance,Invest; Jobs; Serve; View Dashboard; Wellness Portal; Medical Careers; Press Office,
/home-mobile,"Good morning, Chidi","Good morning, Chidi",Core Ecosystem; State News,New Aba-Owerri Road Project Update; Q2 Fiscal Transparency Report Released,"Wednesday, 24 May 2024","Wednesday, 24 May 2024 Tax Status Up to date",Infrastructure; Economy,Analytics Telemetry Graph; Data Registry Table,YES,NO,NO,,emergency_share; account_balance Serve Abia Services; trending_up Invest Abia Opportunities; work_history Jobs Abia Careers; psychology AI Academy Education; dashboard Dashboard; notifications_active Alerts; apps Hub; person Profile,; ; ; ; ; ; ; ;,,,
/home-variant,Dashboard Central,Dashboard Central,"ADMINISTRATIVE LAYERS; ""Building the foundation for a sustainable, digital economy in the heart of Igboland.""",ABIA 2035 TRACKER; INVEST ABIA: LATEST OPPORTUNITIES,"Our administration is committed to the Abia 2035 vision, transforming the state through infrastructure, security, and digital empowerment.",GDP GROWTH +4.2% DIGITAL LITERACY,Citizen Portal; Citizen Feedback; Contact Us,Analytics Telemetry Graph,YES,NO,NO,,Citizen Portal; emergency; Citizen Feedback; VIEW FULL ROADMAP arrow_forward; chevron_left; chevron_right; Contact Us; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/housing-urban-development,Master Plan 2030: Urban Renewal,Master Plan 2030: Urban Renewal,Housing &amp; Urban; Home Ownership Tracking; Affordable Housing Registry; Urban Planning Gazettes,ACTIVE REGISTRATIONS; COMMISSIONED UNITS; Golden Jubilee Estate; Ohafia Smart City Cluster; Mortgage Subsidy Calculator,"Reimagining Abia's city centers with integrated transit, resilient housing, and digital-first infrastructure.","Abia Development Authority Reimagining Abia's city centers with integrated transit, resilient housing, and digital-first infrastructure. Verified applicants for Abia Eco-Estate Phase II.",Citizen Portal,,YES,NO,NO,,Citizen Portal; feedback Citizen Feedback; View All Statuses chevron_right; Apply Now; favorite; Calculate; Start Process; filter_list; search; download; download; download; download; Report Building Violation; Economy; Digital Gov; Governance; Security; dashboard Overview; home_work Housing Registry; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /; /aba-20; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,dashboard Overview; home_work Housing Registry; Invest Abia; Serve Abia; Build Abia; Open Abia,
/housing-urban-development-2,Aba 2.0: Engineering the Future of Commerce &amp; Living,Aba 2.0: Engineering the Future of Commerce &amp; Living,Command Center; Enyimba Heights; Digital Land Registry; Digital Approval Portal; Interactive Master Plan,"42; 1,250+; 98.4%; 14 Days; Street Light Solar Grid",A multi-billion naira infrastructure overhaul designed to transform Aba into a globally competitive industrial hub through smart urban planning and structural excellence.,State Operating System A multi-billion naira infrastructure overhaul designed to transform Aba into a globally competitive industrial hub through smart urban planning and structural excellence. Projects Active,Sign In; Explore Master Plan; View Projects; Download Brochure; Live CCTV Feed,,YES,NO,YES,,Sign In; Explore Master Plan; View Projects; Download Brochure; search; Live CCTV Feed; Industrial; Residential; Infrastructure; add; remove; Invest; Jobs; Serve; Governance; dashboard Dashboard; Press Office,; ; ; ; ; ; ; ; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /; /news-press-center,Governance,Invest; Jobs; Serve; dashboard Dashboard; Press Office,
/industrial-hubs,Economic Engines of Abia,Economic Engines of Abia,Ariaria Industrial City; Enyimba Economic City,Book Your Production Space,"Powering the next generation of African manufacturing through world-class infrastructure, 24/7 sustainable energy, and digital-first logistics.","Navigation State Operating System Powering the next generation of African manufacturing through world-class infrastructure, 24/7 sustainable energy, and digital-first logistics.",Citizen Portal; Explore Facilities; View Master Plan,,YES,NO,NO,,Citizen Portal; rocket_launch Launch Service; Explore Facilities arrow_forward; View Master Plan map; factory Facility Booking; description Lease Guidelines; support_agent Industrial Support; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/invest-abia,The Gateway to Abia's Economic Renaissance,The Gateway to Abia's Economic Renaissance,Navigation; Priority Sectors; Invest in the State of Origin,$420M↑ 14%; 128; 12.5k+; $85M,"Secure, transparent, and sovereign digital infrastructure for institutional investors and the global diaspora.","State Operating System Secure, transparent, and sovereign digital infrastructure for institutional investors and the global diaspora. Total FDI 2024",Citizen Portal; Launch Service,,YES,NO,NO,Department Portal Interface,Citizen Portal; Launch Service; Explore Opportunities; Download Roadmap; View All Sectors arrow_forward; Launch DDI Portal; Watch Official Briefing; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance; Abia Investment House; Annual Budget Reports; Investor Relations,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /invest-in-aba; /open-abia; /invest-in-aba,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance; Abia Investment House; Annual Budget Reports; Investor Relations,
/invest-abia-mobile,ABIA ONE,ABIA ONE,Sovereign Investment Gateway,public Diaspora Bridge; Strategic Hubs; Investment Pipeline,Securing the future through strategic industrial partnerships and capital excellence.,"Securing the future through strategic industrial partnerships and capital excellence. Direct capital inflow channels for Ndi Abia abroad. Secure, transparent, and high-impact sovereign bonds. Mechanized production lines for global export.",Explore Portfolio; Diaspora Portal; STAGE: BIDDING; Download Prospectus,Analytics Telemetry Graph,YES,NO,NO,,notifications; Explore Portfolio; Diaspora Portal; Download Prospectus; dashboard Dashboard; grid_view Hub; notifications_active Alerts; person Profile; add_chart,; ; ; ; ; ; ; ;,,,
/invest-in-aba,Aba: The Industrial Hub of Africa,Aba: The Industrial Hub of Africa,Core Investment Sectors; Your Bridge to Homeland Wealth; Need Bespoke Guidance?,Leather &amp; Footwear Hub; Garment &amp; Textiles; Tech &amp; Hardware; Advanced Manufacturing Parks,"Experience the rebirth of Africa's manufacturing powerhouse. Abia One provides the digital infrastructure to scale, export, and dominate global markets from the heart of Enyimba City.","Experience the rebirth of Africa's manufacturing powerhouse. Abia One provides the digital infrastructure to scale, export, and dominate global markets from the heart of Enyimba City. Enyimba Economic City Phase 1 Infrastructure Ready",Citizen Portal; Explore Opportunities; Export Support; Apply for Space; Park Catalog,,YES,NO,YES,,Citizen Portal; Explore Opportunities arrow_forward; Export Support; add; add; Apply for Space; Park Catalog; Launch DIG Portal; Talk to an Officer; Economy; Digital Gov; Governance; Security,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,,
/jobs-abia,Find Your Path in the New Abia,Find Your Path in the New Abia,Featured Listings; Artisan Directory; SME Growth Support,Senior Leather Craftsman; Tech Support Specialist; Agri-Tech Consultant; Can't find the right fit?,A sovereign digital marketplace connecting Abia's finest talents with global opportunities and local industrial giants.,A sovereign digital marketplace connecting Abia's finest talents with global opportunities and local industrial giants. High-impact roles shaping the industrial landscape of Abia. Aba Leather Hub • Full-time,Citizen Portal; Search Jobs; Apply Now; Quick Apply; View Details,,YES,NO,YES,,Citizen Portal; Search Jobs; work Full-time; handyman Project-based; school Apprenticeship; hub Hybrid; View all jobs arrow_forward; Apply Now; Quick Apply; View Details; Register as Candidate; Request Quote; Request Quote; Request Quote; Request Quote; Access Support Portal; Serve Abia; Jobs Abia; AI Academy; Connect Abia; Institutional News; Jobs Abia,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; /serve-abia; /jobs-abia; /ai-academy; /connect-abia; /news-press-center; /jobs-abia,Citizen Portal,Serve Abia; Jobs Abia; AI Academy; Connect Abia; Institutional News; Jobs Abia,
/jobs-abia-mobile,Jobs Abia,Jobs Abia,Featured Opportunities,Skills Academy; Resume Builder; Empowering Abia's Workforce,Upskill for Abia's future,Upskill for Abia's future Get noticed by top firms Aba Leather Hub,"Join Now; Create; Ariaria, Aba; ₦250k - 400k; Remote / Umuahia",,YES,NO,YES,,emergency_share; tune; near_me Nearby; home_work Work from Home; precision_manufacturing Aba Clusters; agriculture Agriculture; Join Now arrow_forward; Create edit_note; View all keyboard_arrow_right; bookmark; bookmark; bookmark; Join the Talent Registry; dashboard Dashboard,; ; ; ; ; ; ; ; ; ; ; ; ; /home-mobile,,dashboard Dashboard,
/land-property,Land &amp; Property Services,Land &amp; Property Services,Navigation,Track Land Title; Statewide GIS Mapping; Operational Statistics,"Streamlining Certificate of Occupancy, GIS Mapping, and Land Use Charge payments for a transparent Abia.","State Operating System Streamlining Certificate of Occupancy, GIS Mapping, and Land Use Charge payments for a transparent Abia. Last Update",Citizen Portal,,YES,NO,YES,,Launch Service; Verify Status; Explore Map Layers; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/legal-institutional-registry,Legal &amp; Institutional Registry,Legal &amp; Institutional Registry,Navigation; Justice For All,Digital Law Library; MDA Registry; State Contract Registry,Access the Laws of Abia State (LAS) and Executive Orders.,"State Operating System The official digital repository for Abia State laws, institutional structures, and public accountability instruments. Access the Laws of Abia State (LAS) and Executive Orders.",Citizen Portal; Launch Service; Browse Full Library; Search MDAs,Data Registry Table,YES,NO,YES,Department Portal Interface,Citizen Portal; Launch Service; Browse Full Library; Search MDAs; filter_list Filter; download Export Data; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/legal-institutional-registry-2,Legal &amp; Institutional Repository,Legal &amp; Institutional Repository,ABIA ONE; timeline Legislative Progress Tracker; mail FOI Request Portal,State Constitution; Laws of Abia State; State Gazettes; Judicial Updates; Recent Publications,The fundamental legal document outlining the powers and duties of the state government.,"Modern Governance OS Access the sovereign digital laws, gazettes, and frameworks defining the new Abia State. The fundamental legal document outlining the powers and duties of the state government.",Citizen Portal; Citizen Feedback; AB/HB/2024/038; Submit Formal Request; Most Recent,Data Registry Table,YES,NO,YES,Tender Contracts Registry,Citizen Portal; emergency; Citizen Feedback; Submit Formal Request; Most Recent; Popular; download; download; visibility_off; Show 42 more publications; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/legal-institutional-registry-mobile,ABIA ONE,ABIA ONE,Legal Registry,Citizen Law Library; Legal Frameworks; Institutional Alerts,Authoritative access to Abia State legal frameworks and institutional data.,"Authoritative access to Abia State legal frameworks and institutional data. A simplified guide to your rights, state laws, and legislative updates. Request legal assistance and state-funded mediation.",Explore Library,,YES,NO,NO,,notifications; Explore Library; Apply Now arrow_forward; View Registry arrow_forward; dashboard Dashboard,; ; ; ; /home-mobile,,dashboard Dashboard,
/live-incident-feed,State Governance,State Governance,Abia One OS,Live Incident Feed,Real-time state emergency and public safety monitoring.,Abia One OS v2.0 Real-time state emergency and public safety monitoring. Structural Damage - Umuahia North,{/* Feed Section */}; Dispatch; Review; Manage; {/* Placeholder for Map Visualization,Data Registry Table,YES,NO,YES,Greater Aba Development Coordination; Public Reporting System,add New Initiative; filter_list Filters; emergency Critical (4); pending_actions Pending (12); visibility Monitoring (28); open_in_new; Dispatch; more_vert; Review; Manage; history Log; chevron_left; chevron_right; View Protocol Docs; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit Passed,; ; ; ; ; ; ; ; ; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit Passed,
/local-governance,ABIA ONE,ABIA ONE,LGA Admin Console; ABIA ONE,₦142.5M; 24/24; 18,Revenue Target Q3,Modern Governance OS Revenue Target Q3 78% of quarterly target achieved,Infrastructure; Health; Energy,Data Registry Table,YES,NO,NO,,chat Citizen Feedback; notifications; add New Report; more_vert; more_vert; more_vert; Generate Audit Report; inventory Manage Inventory; edit_square Submit Report; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/mda-performance,ABIA ONE,ABIA ONE,Institutional Performance Tracker,MDA Performance Ranking; Service Response; Citizen Sentiments; Real-time Performance Alerts,,Modern Governance OS Governor's Oversight Dashboard | Q3 2024 Global KPI Index,Citizen Feedback; Citizen Portal; Emergency,,YES,NO,NO,Department Portal Interface,Citizen Feedback; Citizen Portal; Emergency; View All arrow_forward; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Economy; Digital Gov; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/ministry-of-agriculture,Agri-Grow Abia: Powering Our Breadbasket,Agri-Grow Abia: Powering Our Breadbasket,Youth in Ag: The Future Hub; Abia Agribusiness Success,Certified Distributors; Farmer's Calendar,"Building a food-secure state through technology, financial inclusion, and sustainable farming practices for all Abians.","Building a food-secure state through technology, financial inclusion, and sustainable farming practices for all Abians. Locate state-vetted seed and fertilizer providers near you. Stocking: Rice Seeds, NPK 15-15-15",Citizen Portal; Smallholder Support Grant; View Roadmap; View Full Directory (140+ entries); Start Your Application,Data Registry Table,YES,NO,YES,,Citizen Portal; emergency Emergency; Smallholder Support Grant arrow_forward; View Roadmap; Get Directions map; Get Directions map; View Full Directory (140+ entries); Download Seasonal Guide download; Start Your Application edit_note; View All Stories arrow_right_alt; Economy; Digital Gov; Governance; Security; Read Story open_in_new; Read Story open_in_new; Read Story open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /open-abia; /open-abia; /open-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,Read Story open_in_new; Read Story open_in_new; Read Story open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia,
